SGD-DA,SGD-L2,SGD-L2-DA,SGD,SGD-IR,SGD-DA-IR,SGD-L2-DA-IR,SGD-L2-IR
2.871634006500244,1.7734171152114868,1.4561914205551147,4.07191801071167,3.4061810970306396,2.035729169845581,1.2972626686096191,1.7317097187042236
2.874608039855957,1.7831194400787354,1.4518005847930908,4.0827155113220215,3.3974475860595703,2.0618700981140137,1.3157265186309814,1.7118308544158936
2.868216037750244,1.787853717803955,1.5141054391860962,4.0952630043029785,3.417177200317383,2.0416641235351562,1.270186424255371,1.6831327676773071
2.8509411811828613,1.79429292678833,1.4868078231811523,4.065713405609131,3.407890558242798,2.0452558994293213,1.2676833868026733,1.6708519458770752
2.8881800174713135,1.7984280586242676,1.4731501340866089,4.0841898918151855,3.4124772548675537,2.06744384765625,1.2843058109283447,1.6571241617202759
2.8785881996154785,1.7961878776550293,1.3954414129257202,4.061204433441162,3.4099061489105225,2.0565154552459717,1.2708029747009277,1.6556895971298218
2.8939383029937744,1.7989062070846558,1.5071977376937866,4.074891090393066,3.4122202396392822,2.0653769969940186,1.2591654062271118,1.6392749547958374
2.9068098068237305,1.8055800199508667,1.380381464958191,4.0876545906066895,3.410555362701416,2.067838191986084,1.2804863452911377,1.6327236890792847
2.9101293087005615,1.8081340789794922,1.4430445432662964,4.083280563354492,3.4144082069396973,2.064807415008545,1.248056173324585,1.6291269063949585
2.892422676086426,1.8207132816314697,1.3867427110671997,4.0733513832092285,3.4120922088623047,2.0955355167388916,1.2757512331008911,1.6297932863235474
2.899678945541382,1.8147120475769043,1.4274201393127441,4.076712131500244,3.4065237045288086,2.100644826889038,1.2357816696166992,1.63532555103302
2.8900699615478516,1.820398211479187,1.4288328886032104,4.076718807220459,3.410595655441284,2.0840156078338623,1.239011526107788,1.631590723991394
2.913339853286743,1.8227378129959106,1.4286409616470337,4.070656776428223,3.416360855102539,2.0961315631866455,1.227387547492981,1.6213346719741821
2.9092965126037598,1.8227163553237915,1.4539874792099,4.087183952331543,3.4219019412994385,2.107426881790161,1.2215341329574585,1.6249914169311523
2.9096217155456543,1.8305469751358032,1.4227120876312256,4.084739685058594,3.4180378913879395,2.1007158756256104,1.1866577863693237,1.625921607017517
2.9138100147247314,1.8280194997787476,1.4127330780029297,4.090072154998779,3.421024799346924,2.095168352127075,1.224765419960022,1.6136847734451294
