name,wd,reg,lamb,celoss,job_id,lamb_wd,data_aug,sweep_model,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
"vgg11_bn-reg:3,lamb:0.5",0.001,3,0.5,1,43253683_3,True,True,cifar10_vgg11_bn,0.3367290794849396,0.3345297873020172,0.0672617107629776,0.0293652210384607,0.5,0.3340641973732511,0,0.203587532043457,0.8943999999982112,0.9943999999980112,0.9525883793830872,0.1947165727615356,0.1906401365995407,0.0260873436927795,0.0242025330662727,0.5,0.1947303079381347,0,0.1922577023506164,0.9394888888886802,0.9981555555553338,0.314963161945343
"vgg11_bn-reg:3,lamb:1.0",0.0005,3,1.0,1,43253683_4,True,True,cifar10_vgg11_bn,0.3193169236183166,0.3193117678165436,0.2102060914039612,0.0465969070792198,1.0,0.3182156442004807,0,0.2343351244926453,0.9091999999981816,0.9955999999980089,1.2170637845993042,0.0729781836271286,0.0729532465338707,0.0291425436735153,0.0109540615230798,1.0,0.0729669071904157,0,0.8061997294425964,0.9781111111108938,0.9994444444442224,0.1245376542210578
"vgg11_bn-reg:3,lamb:0.1",0.005,3,0.1,1,43253683_2,True,True,cifar10_vgg11_bn,1.8368712663650515,0.2517226934432983,0.0019168108701705,0.0282478369772434,0.1000000014901161,1.8358318081259684,0,0.1498690247535705,0.2617999999994764,0.8505999999982988,0.3993300497531891,1.889350414276123,0.2450953274965286,0.0018784999847412,0.0326961763203144,0.1000000014901161,1.8893911945830053,0,0.1160595417022705,0.2521999999999439,0.8371111111109252,0.3941592872142792
"vgg11_bn-reg:4,lamb:0.001",0.5,4,0.001,1,43253683_6,True,True,cifar10_vgg11_bn,2.302604913711548,2.708765168790705e-05,4.3516047298908244e-07,0.0048958137631416,0.0010000000474974,2.3026044357230875,0,0.0048958137631416,0.0951999999998096,0.4867999999990264,3.7646475448127603e-07,2.3025832176208496,2.712695641093887e-05,4.135072231292725e-07,0.0004358887672424,0.0010000000474974,2.3025831849783964,0,0.0004358887672424,0.100533333333311,0.5014666666665553,3.731950641849835e-07
"vgg11_bn-reg:3,lamb:2.0",0.00025,3,2.0,1,43253683_5,True,True,cifar10_vgg11_bn,0.3549071550369262,0.3549172580242157,0.5844252109527588,0.0552163384854793,2.0,0.350795877549488,0,0.2750771343708038,0.90999999999818,0.9953999999980092,1.7169331312179563,0.0335829891264438,0.0335898697376251,0.03450358659029,0.0060687838122248,2.0,0.033573646789668,0,0.2027053534984589,0.9902666666664468,0.9998666666664444,0.0572916641831398
"vgg13_bn-reg:3,lamb:0.01",0.05,3,0.01,1,43253683_1,True,True,cifar10_vgg13_bn,2.302797555923462,0.0010356612037867,5.550682544708252e-07,0.0035754069685935,0.0099999997764825,2.3027959335257258,0,0.0035754069685935,0.0973999999998052,0.4873999999990252,5.588341809925623e-05,2.3025920391082764,0.0010241454001516,4.060566425323487e-07,0.0007329285144805,0.0099999997764825,2.3025925442622768,0,0.0007329285144805,0.1002888888888666,0.5013999999998886,5.469332973007113e-05
"vgg13_bn-reg:3,lamb:0.001",0.5,3,0.001,1,43253683_0,True,True,cifar10_vgg13_bn,2.3026065826416016,8.001633977983147e-05,4.370231181383133e-07,0.0027895718812942,0.0010000000474974,2.3026076782157614,0,0.0027895718812942,0.0973999999998052,0.4995999999990008,3.236874817957869e-06,2.302584648132324,7.911047578090802e-05,4.151370376348497e-07,0.0001392140984535,0.0010000000474974,2.3025845721410385,0,0.0001392140984535,0.1002888888888666,0.5000444444443334,3.162821030855412e-06
"vgg11_bn-reg:4,lamb:0.01",0.05,4,0.01,1,43253683_7,True,True,cifar10_vgg11_bn,2.302663803100586,0.0003371462516952,1.695007085800171e-07,0.00517039000988,0.0099999997764825,2.3026623356749933,0,0.00517039000988,0.0951999999998096,0.4867999999990264,5.764641628047684e-06,2.302579402923584,0.0003355313383508,2.831220626831055e-07,0.0001656040549278,0.0099999997764825,2.3025793987288026,0,0.0001656040549278,0.100533333333311,0.5014666666665553,5.714641247323016e-06
"vgg13_bn-reg:3,lamb:0.5",0.001,3,0.5,1,43253683_3,True,True,cifar10_vgg13_bn,0.2774664461612701,0.2767565846443176,0.0558217316865921,0.0296945460140705,0.5,0.2756840041391489,0,0.1535640656948089,0.9065999999981867,0.9957999999980084,0.7769690752029419,0.143940195441246,0.1421744376420974,0.0193453952670097,0.0186665207147598,0.5,0.1439369675536898,0,0.1770892739295959,0.9550666666664543,0.998688888888667,0.2337522208690643
"vgg11_bn-reg:4,lamb:0.1",0.005,4,0.1,1,43253683_8,True,True,cifar10_vgg11_bn,0.3092073202133178,0.2668797969818115,0.0036427862942218,0.0272474195808172,0.1000000014901161,0.3063175021070494,0,0.16581791639328,0.9001999999981997,0.993999999998012,0.8223744630813599,0.1163263842463493,0.0965456664562225,0.0007493067532777,0.0232214108109474,0.1000000014901161,0.1163167054698837,0,0.8056068420410156,0.9662222222220076,0.9991333333331114,0.1636551618576049
"vgg13_bn-reg:3,lamb:1.0",0.0005,3,1.0,1,43253683_4,True,True,cifar10_vgg13_bn,0.2790040969848633,0.2790023386478424,0.1910476684570312,0.0428469665348529,1.0,0.2794299645814878,0,0.7054876089096069,0.9245999999981508,0.9971999999980056,1.245142102241516,0.0400543510913848,0.0400444492697715,0.014936476945877,0.0082571357488632,1.0,0.0400375601209557,0,0.1047979295253753,0.988555555555336,0.999799999999778,0.0633612871170044
"vgg13_bn-reg:3,lamb:0.1",0.005,3,0.1,1,43253683_2,True,True,cifar10_vgg13_bn,1.9211814403533936,0.1960228979587555,0.0013088881969451,0.0180570930242538,0.1000000014901161,1.9207685878209724,0,0.2438229024410248,0.2101999999995796,0.83499999999833,0.2725452780723572,1.949691653251648,0.2037407904863357,0.001437172293663,0.0160968508571386,0.1000000014901161,1.949649551941896,0,0.073265790939331,0.2069777777777318,0.8211555555553731,0.3019016981124878
"vgg11_bn-reg:4,lamb:0.5",0.001,4,0.5,1,43253683_9,True,True,cifar10_vgg11_bn,0.3148709535598755,0.3147676289081573,0.0905285477638244,0.0492283217608928,0.5,0.3096468402387198,0,0.3046891093254089,0.9257999999981484,0.996999999998006,1.5187534093856812,0.0037088333629071,0.0035698721185326,0.0001482933294028,0.0024705529212951,0.5,0.0037077730182113,0,0.3471719622611999,0.999399999999778,0.9999999999997778,0.0014921750407665
