id,name,reg,lamb,eval/lr,eval/loss,eval/ece,eval/mce,eval/top1_acc,eval/top5_acc,eval/L,eval/alphaD,eval/var,eval/lambd,eval/cummulant,test/lr,test/loss,test/ece,test/mce,test/top1_acc,test/top5_acc,test/L,test/alphaD,test/var,test/lambd,test/cummulant
20,resnet56,3,0.001,0.1,0.3345780637185047,0.03241858631372452,0.34521159529685974,0.88699999999113,0.99699999999003,0.3345780670642853,0.28080445528030396,0.9792550802230835,0.10000000149011612,0.004206232726573944,0.1,0.3154761357245967,0.023503746837377548,0.08908429741859436,0.8939999999990066,0.9973333333322251,0.3154761493206024,0.26295632123947144,0.7931984066963196,0.10000000149011612,0.00350005179643631
21,resnet56,0,0.1,0.1,0.25594487530348153,0.03730301558971405,0.3859858810901642,0.9399999999906,0.99899999999001,0.2559449076652527,0.25413015484809875,1.430527687072754,0.10000000149011612,0.0057285018265247345,0.1,0.25523513527167274,0.0372200682759285,0.2792573571205139,0.9429999999989521,0.9986666666655569,0.25523513555526733,0.2540131211280823,1.4548083543777466,0.10000000149011612,0.005808206275105476
22,resnet56,3,0.5,0.1,0.2536085222632617,0.03235446661710739,0.21366429328918457,0.92399999999076,0.99799999999002,0.25360849499702454,0.23668688535690308,1.0784783363342285,0.10000000149011612,0.004283696413040161,0.1,0.2463256995457636,0.02993302047252655,0.2893450856208801,0.9237777777767513,0.998333333332224,0.24632568657398224,0.23086176812648773,0.8393614292144775,0.10000000149011612,0.0035773497074842453
23,resnet56,3,0.01,0.1,0.30192747410207843,0.025668907910585403,0.2738160192966461,0.89399999999106,0.99699999999003,0.30192747712135315,0.2527729570865631,0.8215372562408447,0.10000000149011612,0.003501312807202339,0.1,0.31528950695927405,0.02432049624621868,0.09121844172477722,0.8948888888878945,0.9968888888877812,0.31528952717781067,0.264294296503067,0.8169550895690918,0.10000000149011612,0.003589153289794922
24,resnet56,3,2.0,0.1,0.27656167469028536,0.0443141832947731,0.391269326210022,0.92099999999079,0.99899999999001,0.2765616476535797,0.26778367161750793,1.2422852516174316,0.10000000149011612,0.005085082724690437,0.1,0.24677057205702704,0.03409707918763161,0.2847697138786316,0.9322222222211863,0.997999999998891,0.24677059054374695,0.2394355982542038,1.0794655084609985,0.10000000149011612,0.004442954435944557
25,resnet56,4,2.0,0.1,0.26105576492560567,0.04509865865111351,0.4234372079372406,0.93399999999066,0.99899999999001,0.2610557973384857,0.2584424614906311,1.3126649856567383,0.10000000149011612,0.005317864939570427,0.1,0.26837885184402926,0.03983335942029953,0.28745853900909424,0.9381111111100687,0.997666666665558,0.2683788537979126,0.26634302735328674,1.511356234550476,0.10000000149011612,0.005991518497467041
26,resnet56,5,2.0,0.1,0.29836833178651934,0.050156112760305405,0.4508870244026184,0.92399999999076,0.99799999999002,0.298368364572525,0.29186123609542847,1.4831441640853882,0.10000000149011612,0.005962556228041649,0.1,0.24819720591677172,0.0367630198597908,0.2508651614189148,0.9391111111100676,0.998333333332224,0.24819721281528473,0.2455211728811264,1.302807331085205,0.10000000149011612,0.005224576219916344
27,resnet56,4,0.01,0.1,0.24172515925438692,0.0417308509349823,0.36368894577026367,0.93899999999061,0.99799999999002,0.24172517657279968,0.24009348452091217,1.3260542154312134,0.10000000149011612,0.005270693451166153,0.1,0.2591153065795876,0.03964509442448616,0.27705448865890503,0.9401111111100665,0.9973333333322251,0.2591153383255005,0.2577052712440491,1.4443851709365845,0.10000000149011612,0.005776608362793922
28,resnet56,4,0.001,0.1,0.31569033545469943,0.041417427361011505,0.19347208738327026,0.93699999999063,0.99499999999005,0.31569039821624756,0.3136342167854309,2.049400568008423,0.10000000149011612,0.008023776113986969,0.1,0.25396717559888216,0.03711285814642906,0.23498040437698364,0.9431111111100631,0.998222222221113,0.25396719574928284,0.2526271641254425,1.4375224113464355,0.10000000149011612,0.005751984193921089
29,resnet56,5,0.001,0.1,0.23835190892286215,0.04054032638669014,0.29380497336387634,0.92799999999072,0.99999999999,0.2383519411087036,0.23148250579833984,1.0233800411224365,0.10000000149011612,0.004158031195402145,0.1,0.24494687688949857,0.03663120046257973,0.2741251587867737,0.9298888888878556,0.99788888888778,0.24494688212871552,0.2384621500968933,1.0541807413101196,0.10000000149011612,0.004344506189227104
30,resnet56,4,0.5,0.1,0.26381718848579055,0.04088926315307617,0.6338169574737549,0.93499999999065,0.99899999999001,0.2638172209262848,0.2604469358921051,1.4107004404067993,0.10000000149011612,0.0055692121386528015,0.1,0.25999208924757483,0.03609289228916168,0.2404993176460266,0.9394444444434006,0.998444444443335,0.2599921226501465,0.25728052854537964,1.3738961219787598,0.10000000149011612,0.005554342642426491
31,resnet56,5,1.0,0.1,0.31788715402289547,0.04073002561926842,0.4890286922454834,0.93299999999067,0.99599999999004,0.31788715720176697,0.31323760747909546,2.031789541244507,0.10000000149011612,0.007813826203346252,0.1,0.2773498194314931,0.04305091127753258,0.2340688705444336,0.9314444444434095,0.9972222222211141,0.2773498296737671,0.27372217178344727,1.442396879196167,0.10000000149011612,0.005807150155305862
32,resnet56,5,0.5,0.1,0.25449707849636527,0.03821773827075958,0.6668181419372559,0.93199999999068,0.99799999999002,0.25449711084365845,0.24684634804725647,1.2287622690200806,0.10000000149011612,0.004933316260576248,0.1,0.25762369703437166,0.036724504083395004,0.22538405656814575,0.9295555555545226,0.9986666666655569,0.25762370228767395,0.2505077123641968,1.1506524085998535,0.10000000149011612,0.004720499739050865
33,resnet56,5,0.01,0.1,0.2738041254319722,0.04247535392642021,0.2631443738937378,0.92199999999078,0.99799999999002,0.2738042175769806,0.2633986473083496,1.144217610359192,0.10000000149011612,0.004679635167121887,0.1,0.25411074000840245,0.035675276070833206,0.24091659486293793,0.9303333333322995,0.9986666666655569,0.254110723733902,0.2464493364095688,1.0828760862350464,0.10000000149011612,0.004494136199355125
34,resnet56,5,0.1,0.1,0.2549145792265195,0.03557290881872177,0.24948273599147797,0.93699999999063,0.99999999999,0.2549145519733429,0.2505326271057129,1.3175967931747437,0.10000000149011612,0.005256872624158859,0.1,0.2379418509541616,0.032769229263067245,0.2655949592590332,0.936111111110071,0.997999999998891,0.23794187605381012,0.2330441027879715,1.1042349338531494,0.10000000149011612,0.00450517050921917
35,resnet56,3,0.1,0.1,0.3103376595934618,0.03361359238624573,0.736581563949585,0.90199999999098,0.99799999999002,0.31033778190612793,0.2645180821418762,0.9254916310310364,0.10000000149011612,0.003932736814022064,0.1,0.2954856617611364,0.020681995898485184,0.11518454551696777,0.9038888888878844,0.9975555555544471,0.29548561573028564,0.2520601749420166,0.7708886861801147,0.10000000149011612,0.003387369215488434
36,resnet56,3,1.0,0.1,0.2728097113508061,0.04133135825395584,0.2658580243587494,0.91899999999081,0.99899999999001,0.2728097140789032,0.25926950573921204,1.1184477806091309,0.10000000149011612,0.00458829291164875,0.1,0.2574787087361166,0.03730971738696098,0.2451685667037964,0.9233333333323073,0.998333333332224,0.2574787437915802,0.2469048947095871,1.0335073471069336,0.10000000149011612,0.004292109981179237
37,resnet56,4,0.1,0.1,0.2512802158500061,0.040987174957990646,0.4174462854862213,0.93799999999062,0.99699999999003,0.2512802481651306,0.2493564933538437,1.3648152351379395,0.10000000149011612,0.005406040698289871,0.1,0.25918206378166186,0.0384872667491436,0.28065839409828186,0.9424444444433971,0.997999999998891,0.25918206572532654,0.257990300655365,1.5115418434143066,0.10000000149011612,0.006012165918946266
38,vgg19_bn,3,0.5,0.1,2.302794910291143,0.008666910231113434,0.008666910231113434,0.09299999999907,0.49199999999508,2.302794933319092,0.0036453758366405964,6.087041401769966e-05,0.10000000149011612,5.960464477539063e-08,0.1,2.3025972287766687,0.000893719494342804,0.000893719494342804,0.10077777777766579,0.5008888888883323,2.3025972843170166,0.0037303839344531298,6.41734222881496e-05,0.10000000149011612,7.748603820800781e-07
39,vgg19_bn,5,0.5,0.1,0.3590886854979346,0.05323483422398567,0.4392618238925934,0.9299999999907,0.99599999999004,0.3590886890888214,0.35764601826667786,2.28855037689209,0.10000000149011612,0.009053409099578857,0.1,0.3013590504688709,0.04590807110071182,0.35320958495140076,0.9366666666656258,0.9961111111100043,0.301359087228775,0.30025216937065125,1.7561900615692139,0.10000000149011612,0.007045546546578407
