id,name,reg,lamb,eval/lr,eval/loss,eval/ece,eval/mce,eval/top1_acc,eval/top5_acc,eval/L,eval/alphaD,eval/var,eval/lambd,eval/cummulant,test/lr,test/loss,test/mce,test/alphaD,test/lambd,test/cummulant,test/top1_acc,test/top5_acc,test/L,test/var,test/ece
26,resnet20,3,1.0,0.1,1.2428090448076274,0.0342075787484645,0.0694336891174316,0.62799999999372,0.91199999999088,1.2428094148635864,0.5998352766036987,2.474095344543457,0.1000000014901161,0.0112390592694282,0.1,1.1909788701281738,0.062960147857666,0.6138785481452942,0.1000000014901161,0.0121185332536697,0.7882999999998423,0.9746999999998052,0.7261316776275635,0.8187516927719116,0.1182562187314033
27,resnet20,3,0.001,0.1,1.3419955834657251,0.0330105796456337,0.0831130146980285,0.60299999999397,0.89099999999109,1.3419957160949707,0.6226888298988342,2.596353769302368,0.1000000014901161,0.0118445754051208,0.1,1.3345064572235408,0.0757749080657959,0.6439046859741211,0.1000000014901161,0.0127135813236236,0.6860399999998629,0.920079999999816,1.0927122831344604,1.7336955070495603,0.0645061358809471
28,resnet20,0,0.0,0.1,1.2411018485890426,0.0976708158850669,0.1935889720916748,0.68899999999311,0.90699999999093,1.241101861000061,0.7546538710594177,4.266406059265137,0.1000000014901161,0.0183200612664222,0.1,1.2451537568774345,0.180317223072052,0.7678755521774292,0.1000000014901161,0.018951267004013,0.9171199999998166,0.9945999999998012,0.3117178380489349,0.3511561751365661,0.0826254114508628
29,resnet20,5,1.0,0.1,1.2642643325264242,0.0923197418451309,0.189970463514328,0.64899999999351,0.90699999999093,1.2642642259597778,0.7025805711746216,3.5580484867095947,0.1000000014901161,0.015649527311325,0.1,1.1311109318351154,0.1095297932624816,0.6512406468391418,0.1000000014901161,0.0138793736696243,0.8837199999998233,0.9940799999998012,0.4218813180923462,0.3920938670635223,0.1118157505989074
30,resnet20,5,0.01,0.1,1.184371578770603,0.0725758969783783,0.2021505236625671,0.65099999999349,0.92099999999079,1.184371829032898,0.6330450773239136,2.805351734161377,0.1000000014901161,0.0126279667019844,0.1,1.1331086543526645,0.4144965410232544,0.6415768265724182,0.1000000014901161,0.0133085772395133,0.8239199999998352,0.975099999999805,0.6021995544433594,0.8943141102790833,0.076702706515789
31,resnet20,3,0.5,0.1,1.2489731186900783,0.0238339081406593,0.2460844814777374,0.64399999999356,0.89599999999104,1.2489731311798096,0.5958530306816101,2.382787704467773,0.1000000014901161,0.0109222680330276,0.1,1.1853086935224677,0.0974703878164291,0.5949779152870178,0.1000000014901161,0.011252999305725,0.7648399999998471,0.965599999999807,0.7999140024185181,0.9373948574066162,0.1120244562625885
32,resnet20,5,0.5,0.1,1.177106726319448,0.0817881599068641,0.1846193373203277,0.65699999999343,0.90299999999097,1.1771069765090942,0.6385946869850159,2.828873634338379,0.1000000014901161,0.0127578899264335,0.1,1.147437081121683,0.1190667599439621,0.6550726890563965,0.1000000014901161,0.0140089988708496,0.8622799999998276,0.990779999999802,0.4841635227203369,0.4929806590080261,0.1082642823457718
33,resnet20,4,0.01,0.1,1.29772041930429,0.1164385229349136,0.2789676785469055,0.66699999999333,0.91099999999089,1.297720432281494,0.7651920318603516,4.2468695640563965,0.1000000014901161,0.0184291303157806,0.1,1.2325395464447748,0.1950347423553466,0.7558057904243469,0.1000000014901161,0.0184146389365196,0.9175799999998164,0.9947599999998012,0.3101014494895935,0.3490771353244781,0.0817219763994216
34,resnet20,4,0.5,0.1,1.271377193134922,0.0895887017250061,0.2144132852554321,0.67099999999329,0.90899999999091,1.2713772058486938,0.7432236671447754,4.166977882385254,0.1000000014901161,0.0178495198488235,0.1,1.2188170075119629,0.1593885123729705,0.726395845413208,0.1000000014901161,0.0170977041125297,0.9178199999998164,0.9973799999998004,0.3181319832801819,0.2617309093475342,0.1033985763788223
35,resnet20,4,2.0,0.1,1.272231327686012,0.0940820276737213,0.2005338668823242,0.66299999999337,0.90599999999094,1.2722314596176147,0.7431312799453735,4.108755588531494,0.1000000014901161,0.0177313238382339,0.1,1.2247461729216689,0.1653628945350647,0.7293511629104614,0.1000000014901161,0.0171880275011062,0.9236199999998154,0.9968199999998006,0.3094008266925812,0.2571292519569397,0.1067308858036995
36,resnet20,4,0.001,0.1,1.3344925508564296,0.1160506233572959,0.2079108953475952,0.6559999999934399,0.899999999991,1.3344926834106443,0.776911735534668,4.375144481658936,0.1000000014901161,0.0189434885978698,0.1,1.2209553042726893,0.1768843531608581,0.7526860237121582,0.1000000014901161,0.018319547176361,0.915159999999817,0.9942199999998012,0.3157312870025635,0.3587555289268493,0.0814549773931503
37,resnet20,4,1.0,0.1,1.3376928434117068,0.1117233783006668,0.2450510859489441,0.65399999999346,0.90599999999094,1.3376929759979248,0.7688001394271851,4.255874633789063,0.1000000014901161,0.0185263156890869,0.1,1.220951039229223,0.2051106095314026,0.731172502040863,0.1000000014901161,0.0174837112426757,0.920319999999816,0.9978399999998004,0.3140585720539093,0.2449038326740265,0.1075370013713836
38,resnet32,5,1.0,0.1,1.2474735850518146,0.1203630864620208,0.2381751537322998,0.66799999999332,0.91499999999085,1.2474737167358398,0.7538536787033081,4.298408508300781,0.1000000014901161,0.0183678716421127,0.1,1.1960742592767346,0.1871060132980346,0.7540941834449768,0.1000000014901161,0.0187182277441024,0.9483399999998104,0.9989999999998004,0.2204459905624389,0.1611700505018234,0.0882495790719986
